,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16440603137016296,0.773182213306427,0.19101855158805847,0.7773400545120239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3058362603187561,0.2980019450187683,0.7590099573135376,0.30171433091163635,0.7508398294448853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3143780529499054,0.0,0.0,0.39905792474746704,0.741581380367279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12629801034927368,0.08149281144142151,0.0,0.0,0.026186687871813774,0.336016446352005,0.0,0.0,0.49026554822921753,0.7118871808052063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.505895733833313,0.04941997677087784,0.0,0.0,0.5124652981758118,0.0003899097500834614,0.0,0.0,0.3730340301990509,0.0,0.0,0.0,0.14174528419971466,0.03259582817554474,0.0,0.0,0.09248320013284683,0.3413008153438568,0.4724447429180145,0.6844324469566345,0.5781722068786621,0.6962379813194275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.5313588380813599,0.062392380088567734,0.0,0.0,0.506976306438446,0.026042845100164413,0.0,0.0,0.3315894603729248,0.0,0.0,0.0,0.15972591936588287,0.10678153485059738,0.0,0.0,0.16198335587978363,0.34849435091018677,0.0,0.0,0.6185747385025024,0.687375545501709,0.16231408715248108,0.6254698634147644,0.07505946606397629,0.6355558037757874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.5264908075332642,0.07815752178430557,0.0,0.0,0.5011988878250122,0.04233761131763458,0.0,0.0,0.32970502972602844,0.005954027641564608,0.2810068130493164,0.11803308129310608,0.17024347186088562,0.11139217019081116,0.0,0.0,0.232111394405365,0.3634757101535797,0.0,0.0,0.674217939376831,0.6744822263717651,0.14042900502681732,0.5825261473655701,0.07026087492704391,0.5923444628715515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.5237906575202942,0.09383025765419006,0.0,0.0,0.5155085325241089,0.05634341388940811,0.0,0.0,0.35543015599250793,0.0068236831575632095,0.2511651813983917,0.11395884305238724,0.20641115307807922,0.10947223007678986,0.0,0.0,0.2930293381214142,0.3716837763786316,0.0,0.0,0.7167368531227112,0.666181206703186,0.1661483198404312,0.5484323501586914,0.14341367781162262,0.5659319758415222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.505584180355072,0.09843960404396057,0.0,0.0,0.5125008225440979,0.05884924158453941,0.0,0.0,0.40287989377975464,0.0,0.0,0.0,0.24087682366371155,0.08464079350233078,0.0,0.0,0.3872097432613373,0.37248459458351135,0.0,0.0,0.7526127696037292,0.6507079005241394,0.16987909376621246,0.5820600986480713,0.15305469930171967,0.5835757255554199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.5016036629676819,0.11803136765956879,0.0,0.0,0.5074248313903809,0.07746825367212296,0.0,0.0,0.4094066023826599,0.01893024519085884,0.2542261779308319,0.13586516678333282,0.26687756180763245,0.10174532234668732,0.0,0.0,0.43218255043029785,0.37070614099502563,0.0,0.0,0.7770470380783081,0.6366595029830933,0.13339035212993622,0.607183575630188,0.1448328047990799,0.6069122552871704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
